kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
随,スイ,スイ|ズイ,したが・う,ズイ,,ずいいち|ずいひつ|ずいぶん,◆付き従う、他のものの後に付いて行く、「随行(ズイコウ)」◆他の者や思いや考えなどのままに任せる、成り行きに従う、「随意(ズイイ)」,ろ３Ｉ｜丨阜阝ナ𠂇月有え辶辶迶随,阜,迶,84,3,9,12,sui,sui2,s,ui2,2,none,0,none,3,"[{""word"": ""随分"", ""kana"": ""ずいぶん""}, {""word"": ""随一"", ""kana"": ""ずいいち""}, {""word"": ""随筆"", ""kana"": ""ずいひつ""}]",邪,齒,全濁,支,止,,合,平,0,,"[{""initial"": ""邪"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""支"", ""rhyme_category"": ""止"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""邪"", ""rhyme"": ""支"", ""tone"": ""平"", ""grade"": null, ""openness"": ""合""}","{""initial"": ""邪"", ""rhyme"": ""支"", ""tone"": ""平"", ""grade"": null, ""openness"": ""合""}",1
隔,カク,カク|キャク,へだ・てる|へだ・たる,カク,へだ・てる|へだ・たる,かくじつ|かんかく|へだたる,◆間(あいだ)を仕切る、仕切って内(手前、こちら)と外(向こう、あちら)の行き来ができないようにする◆時間や距離などの間を空(あ)ける◆他との関(かか)わりに距離を置く,ろ３Ｉ｜丨阜阝一口冂ソ丷メ㐅ハ八儿Ｔ丅鬲隔,阜,鬲,84,3,10,13,ge,ge2,g,e2,2,none,1,-k,3,"[{""word"": ""間隔"", ""kana"": ""かんかく""}, {""word"": ""隔たる"", ""kana"": ""へだたる""}, {""word"": ""隔日"", ""kana"": ""かくじつ""}]",見,牙,全清,耕,梗,,開,入,1,ク,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""耕"", ""rhyme_category"": ""梗"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
隙,ケキ,ケキ|キャク|ゲキ,ひま|すき,,すき,すき|すきま,◆壁や塀などの内と外・こちらとむこうを隔(へだ)てているものに空(あ)いた孔(あな)や裂(さ)け目、「空隙(クウゲキ)」「間隙(カンゲキ)」、同「䧍」「𧯈」「𡭴」◆ものとものとの間(あいだ)、所(ところ、場所・位置など)と所の間、時(とき、時間・時期・機会など)と時の間、事(こと、動作・現象・状態など形のないもの)と事の間、人と人・国と国などの間隔(カンカク)、またそこが空く、また間(ま、あいだ)が生じる◆(隙が生じて、亀裂が生じて)人と人・国と国などの関係が悪くなる,ろ３Ｉ｜丨阜阝日小𣌢２𡭴隙,阜,𡭴,84,3,10,13,xi,xi4,x,i4,4,none,1,-k,2,"[{""word"": ""隙"", ""kana"": ""すき""}, {""word"": ""隙間"", ""kana"": ""すきま""}]",溪,牙,次清,庚,梗,三,開,入,1,ク,"[{""initial"": ""溪"", ""initial_category"": ""牙"", ""voicing"": ""次清"", ""openness"": ""開"", ""grade"": ""三"", ""rhyme"": ""庚"", ""rhyme_category"": ""梗"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
際,セイ,セイ|サイ,きわ,サイ,きわ,こうさい|こくさい|さい|じっさい|じっさいに|てぎわ|ひときわ|まぎわ,◆他と触(ふ)れ合う、付き合う、「交際(コウサイ、交わり接すること、付き合うこと)」◆他と合(あ)わさるところ、接するところ、境目、「水際(スイサイ、みずぎわ)」「無際(ムサイ、境目がどこか見分けがつかない、限りがない)」◆～にさい・して、～の時に、～するに当たって,ろ３Ｉ｜丨阜阝タ夕、丶フ二小𡭕𥘅示祭際,阜,祭,84,3,11,14,ji,ji4,j,i4,4,none,1,-k,8,"[{""word"": ""国際"", ""kana"": ""こくさい""}, {""word"": ""実際"", ""kana"": ""じっさい""}, {""word"": ""実際に"", ""kana"": ""じっさいに""}, {""word"": ""交際"", ""kana"": ""こうさい""}, {""word"": ""際"", ""kana"": ""さい""}, {""word"": ""手際"", ""kana"": ""てぎわ""}, {""word"": ""一際"", ""kana"": ""ひときわ""}, {""word"": ""間際"", ""kana"": ""まぎわ""}]",精,齒,全清,祭,蟹,,開,去,0,,"[{""initial"": ""精"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""祭"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
障,ショウ,ショウ,さわ・る,ショウ,さわ・る,きざ|こしょう|さわる|しょうがい|しょうじ|ほしょう,◆間が仕切られている、仕切る◆仕切られていて向こう側へ行けない、仕切って行く手を遮(さえぎ)る、妨げる◆仕切って遮(さえぎ)るもの、壁や塀・障子や衝立など◆差し支(つか)える,ろ３Ｉ｜丨阜阝立日十早章障,阜,章,84,3,11,14,zhang,zhang4,zh,ang4,4,-ng,0,none,6,"[{""word"": ""故障"", ""kana"": ""こしょう""}, {""word"": ""障害"", ""kana"": ""しょうがい""}, {""word"": ""障子"", ""kana"": ""しょうじ""}, {""word"": ""保障"", ""kana"": ""ほしょう""}, {""word"": ""気障"", ""kana"": ""きざ""}, {""word"": ""障る"", ""kana"": ""さわる""}]",章,齒,全清,陽,宕,,開,平,0,,"[{""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
隠,イン,イン|オン,かく・す|かく・れる,イン,かく・す|かく・れる,いんぺい|かくす|かくれが|かくれる,◆(逃げて或いは退いて)人目を避ける、人目を憚(はばか)る◆他から見えないようにする、また見えなくなる◆外から見えない、表に出ない◆人知れず思う、人知れない悩みや辛苦(シンク)◆憂える、陰(かげ)ながら心配する、相手の身になって心を痛める、同「㥯」「懚」◆依(よ)る、寄り掛かる、頼(たよ)りにする、同「𤔌」「㒚」「懚」◆威厳があるさま、重々しいさま、「【後漢書:卷四十八:吳蓋陳臧列傳:吳漢傳】…吳公差彊人意隱若一敵國矣(隱威重之貌…)」,ろ３Ｉ｜丨阜阝ノ丿ツ⺍爪爫爫ヨ心𢚩隠,阜,𢚩,84,3,11,14,yin,yin3,y,in3,3,-n,0,none,4,"[{""word"": ""隠す"", ""kana"": ""かくす""}, {""word"": ""隠れる"", ""kana"": ""かくれる""}, {""word"": ""隠蔽"", ""kana"": ""いんぺい""}, {""word"": ""隠れ家"", ""kana"": ""かくれが""}]",影,喉,全清,欣,臻,,,上,0,,"[{""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""欣"", ""rhyme_category"": ""臻"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""欣"", ""rhyme_category"": ""臻"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
隣,リン,リン,となり|とな・る,,となり|とな・る,となり,◆境界を共有している(同じ境界に接している)家・土地・町・国など◆すぐそばに並んでいる、すぐそばに連(つら)なっている◆周代(前11世紀～前256年)の五家を単位とする行政単位、5家(戸)=鄰、5鄰=里、4里=酇、5酇=鄙、5鄙=縣,ろ３Ｉ｜丨阜阝米タ夕ヰ㐄舛粦隣,阜,粦,84,3,12,15,lin,lin2,l,in2,2,-n,0,none,1,"[{""word"": ""隣"", ""kana"": ""となり""}]",,,,,,,,,0,,,0,,,,,0
隻,セキ,セキ|シャク,ひとつ,セキ,,～せき,◆鳥の一羽◆一つ、それだけ、同簡「只」◆対(ツイ、二つで一組になるもの)の片方だけ、僅(わず)か◆鳥獣や船などを数える語,ノ２隹ヌ又隻,隹,又,86,8,2,10,zhi,zhi1,zh,i1,1,none,1,-k,1,"[{""word"": ""～隻"", ""kana"": ""～せき""}]",章,齒,全清,清,梗,,開,入,1,ク,"[{""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""清"", ""rhyme_category"": ""梗"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
雀,シャク,シャク|サク|ジャク,すずめ,,すずめ,すずめ|マージャン,◆スズメ(雀)、スズメ科スズメ属の鳥、また同科同属の鳥の称、同「䲵」◆小躍(こおど)りする◆「孔雀(クジャク)」、キジ科クジャク属・コンゴクジャク属の鳥、また同属の鳥の称◆「朱雀(シュザク、スジャク)」、四神の一つで南方を司る、二十八宿南方七宿の別称 ,小ノ丿少２隹雀,隹,小,86,8,3,11,que,que4,q,ue4,4,none,1,-k,2,"[{""word"": ""麻雀"", ""kana"": ""マージャン""}, {""word"": ""雀"", ""kana"": ""すずめ""}]",精,齒,全清,陽,宕,,開,入,1,ク,"[{""initial"": ""精"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
雄,ユウ,ユウ|ウ|ユ,お|おす,ユウ|ウ|ユ,,えいゆう,◆鳥の父性、鳥の母性は「雌(シ、めす)」、獣の父性は「牡(ボウ、おす)」、獣の母性は「牝(ヒン、めす)」◆大きく堂々としているさま、強く逞しいさま,ナ𠂇ム厶厷ノ２隹雄,隹,厷,86,8,4,12,xiong,xiong2,x,iong2,2,-ng,0,none,1,"[{""word"": ""英雄"", ""kana"": ""えいゆう""}]",云,喉,次濁,東,通,三,,平,0,,"[{""initial"": ""云"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": ""三"", ""rhyme"": ""東"", ""rhyme_category"": ""通"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
集,シュウ,シュウ|ジュウ,あつ・まる|つど・う|あつ・める,シュウ,あつ・まる|あつ・める,あつまる|あつめる|ぐんしゅう|さいしゅう|しゅうかい|しゅうきん|しゅうけい|しゅうごう|しゅうしゅう|しゅうたいせい|しゅうだん|しゅうちゅう|ぜんしゅう|とくしゅう|へんしゅう|ぼしゅう|みっしゅう|～しゅう,◆多くのものが同じところに寄り合う、多くの人が同じところに会(カイ)する◆多くのものが一つになる、また一つにする、また一つになったもの、また一つにしたもの◆多くのものを一つに纏(まと)める、纏まる◆(人や物が多く集まることから)定期的に立つ市(いち)¶「木に多くの隹(スイ、鳥、尾の短い鳥)が止まっているさま」を意味する会意文字,ノ２隹木集,隹,木,86,8,4,12,ji,ji2,j,i2,2,none,0,none,18,"[{""word"": ""集まる"", ""kana"": ""あつまる""}, {""word"": ""集める"", ""kana"": ""あつめる""}, {""word"": ""集団"", ""kana"": ""しゅうだん""}, {""word"": ""集中"", ""kana"": ""しゅうちゅう""}, {""word"": ""募集"", ""kana"": ""ぼしゅう""}, {""word"": ""～集"", ""kana"": ""～しゅう""}, {""word"": ""集会"", ""kana"": ""しゅうかい""}, {""word"": ""集金"", ""kana"": ""しゅうきん""}, {""word"": ""集計"", ""kana"": ""しゅうけい""}, {""word"": ""集合"", ""kana"": ""しゅうごう""}]",從,齒,全濁,侵,深,,,入,1,フ,"[{""initial"": ""從"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""侵"", ""rhyme_category"": ""深"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""從"", ""rhyme"": ""侵"", ""tone"": ""入"", ""grade"": null, ""openness"": null}","{""initial"": ""從"", ""rhyme"": ""侵"", ""tone"": ""入"", ""grade"": null, ""openness"": null}",1
雇,コ,コ|グ|ゴ,やと・う,コ,やと・う,かいこ|こよう|やとう,◆賃金を支払って人を使う、同「傭」「僱」◆金を払って物や力を借りる◆渡り鳥、候鳥(コウチョウ)、時候の変化を感じ取ったり農作業などの目安としたりする鳥、同「鳸」、「【說文解字:隹部:雇】九雇農桑候鳥扈民不婬者也从隹戶聲春雇鳻盾夏雇竊玄秋雇竊藍冬雇竊黃棘雇竊丹行雇唶唶宵雇嘖嘖桑雇竊脂老雇鷃也」,、丶一コノ丿尸户戶戸２隹雇,隹,戸,86,8,4,12,gu,gu4,g,u4,4,none,1,-k,3,"[{""word"": ""雇う"", ""kana"": ""やとう""}, {""word"": ""解雇"", ""kana"": ""かいこ""}, {""word"": ""雇用"", ""kana"": ""こよう""}]",匣,喉,全濁,模,遇,,,上,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""呉/漢異"", ""通用""]","{""initial"": ""匣"", ""rhyme"": ""模"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""匣"", ""rhyme"": ""模"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
雑,ソウ,ソウ|ゾウ|ザツ,ま・じる|ま・ざる|ま・ぜる,ゾウ|ザツ,ま・じる|ま・ざる|ま・ぜる,おおざっぱ|こんざつ|ざっか|ざっし|ざっぴ|ざつおん|ざつだん|ぞうき|ふくざつ|まざる,◆それぞれの性質は保ったままいろいろな物が寄せ集まる、また入り交る、入り交って元の性質が失われるのは「混」◆入り交って纏(まと)まりがないさま、きちんと整っていないさま、「雑然(ザツゼン)」◆本来の物事以外のさまざまなもの、「雑務(ザツム)」◆「雑縣(ソウケン)」、海鳥の名、鳳(おおとり)に似ているという、同「鶢鶋(エンキョ)」、「【爾雅注疏:釋鳥】爰居雜縣(《注》國語海鳥爰居…《音義》爰本作鶢音𡊮居本或作鶋同李曰爰居海鳥也樊云似鳳雜字亦作𣠛)」,ノ丿⺄九ホ木杂２隹雑,隹,杂,86,8,6,14,za,za2,z,a2,2,none,1,-t,10,"[{""word"": ""雑誌"", ""kana"": ""ざっし""}, {""word"": ""複雑"", ""kana"": ""ふくざつ""}, {""word"": ""大雑把"", ""kana"": ""おおざっぱ""}, {""word"": ""混雑"", ""kana"": ""こんざつ""}, {""word"": ""雑音"", ""kana"": ""ざつおん""}, {""word"": ""雑談"", ""kana"": ""ざつだん""}, {""word"": ""混ざる/交ざる/雑ざる"", ""kana"": ""まざる""}, {""word"": ""雑貨"", ""kana"": ""ざっか""}, {""word"": ""雑費"", ""kana"": ""ざっぴ""}, {""word"": ""雑木"", ""kana"": ""ぞうき""}]",從,齒,全濁,覃,咸,,,入,1,フ,"[{""initial"": ""從"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""覃"", ""rhyme_category"": ""咸"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""從"", ""rhyme"": ""覃"", ""tone"": ""入"", ""grade"": null, ""openness"": null}","{""initial"": ""從"", ""rhyme"": ""覃"", ""tone"": ""入"", ""grade"": null, ""openness"": null}",1
雛,ス,ス|ジュ|スウ,ひよこ|ひな,,ひな,ひなまつり,◆生まれて間もないニワトリ(鶏)の子◆生まれて間もない鳥の子◆小さいさま、幼いさま,ノ丿𠃌勹凵山屮２芻２隹雛,隹,芻,86,8,10,18,chu,chu2,ch,u2,2,none,1,-k,1,"[{""word"": ""雛祭り"", ""kana"": ""ひなまつり""}]",崇,齒,全濁,虞,遇,,,平,0,,"[{""initial"": ""崇"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""虞"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""崇"", ""rhyme"": ""虞"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""崇"", ""rhyme"": ""虞"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
離,リ,リ,はな・れる,リ,はな・れる,きょり|ちょうきょり|はなす|はなればなれ|はなれる|ぶんり|りこん|～ばなれ,◆間(あいだ)を空(あ)ける、隔(へだ)てる、分(わ)ける、別(わか)れる◆間が空いている、隔たっている、分かれている、別れている◆八卦(ハッカ、「乾・兌・離・震・巽・坎・艮・坤」)の一つ ◆「離黃(リコウ)」、コウライウグイス(高麗鶯)、コウライウグイス科の鳥、同「鵹黄」「黄鸝(コウリ)」◆同簡「离」,亠メ㐅凵凶㐫冂ム厶禸离ノ２隹離,隹,离,86,8,11,19,li,li2,l,i2,2,none,0,none,9,"[{""word"": ""離れる"", ""kana"": ""はなれる""}, {""word"": ""距離"", ""kana"": ""きょり""}, {""word"": ""長距離"", ""kana"": ""ちょうきょり""}, {""word"": ""離す"", ""kana"": ""はなす""}, {""word"": ""離婚"", ""kana"": ""りこん""}, {""word"": ""～離れ"", ""kana"": ""～ばなれ""}, {""word"": ""分離"", ""kana"": ""ぶんり""}, {""word"": ""離れ離れ"", ""kana"": ""はなればなれ""}, {""word"": ""離れ離れ"", ""kana"": ""はなればなれ""}]",來,舌,次濁,支,止,,開,平,0,,"[{""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""支"", ""rhyme_category"": ""止"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""支"", ""rhyme_category"": ""止"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""齊"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",3,gy,"[""通用"", ""通用"", ""通用""]",,,0
