kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words
旬,シュン,シュン|ジュン,,ジュン,,げじゅん|しょじゅん,◆十日間、「一旬」は十日間、「上旬」はその月の最初の十日間◆十年、年齢を数える場合は十歳、「七旬」は七十歳◆満ちる、一回りして達する、「旬月(ジュンゲツ、満一カ月)」「旬歳(ジュンサイ、満年齢)」◆[日]季節ものの食材の、量が多く出回り質がよい時期,ノ丿𠃌勹日旬,日,勹,4c,4,2,6,xun,xun2,x,un2,2,none,0,none,2,"[{""word"": ""下旬"", ""kana"": ""げじゅん""}, {""word"": ""初旬"", ""kana"": ""しょじゅん""}]"
旭,キョク,キョク|コク,あさひ,,,,◆朝日、日の出、太陽が昇り始めるさま◆太陽が昇り始めて辺りが明るくなるさま,ノ丿⺄九日旭,日,九,4c,4,2,6,xu,xu4,x,u4,4,none,1,-k,0,[]
旱,カン,カン|ガン,ひでり,カン,,かんばつ,◆長い間雨が降らず干上がる◆陸、陸地、「干上がって水がないところ」の意,日二十干旱,日,干,4c,4,3,7,han,han4,h,an4,4,none,0,none,1,"[{""word"": ""干ばつ/旱魃"", ""kana"": ""かんばつ""}]"
旺,オウ,オウ,,オウ,,おうせい,◆美しい光が四方に輝き広がる、同「𣇭」◆勢いがあるさま、盛んなさま、活力や気力が満ち溢れるさま,日王旺,日,王,4c,4,4,8,wang,wang4,w,ang4,4,none,0,none,1,"[{""word"": ""旺盛"", ""kana"": ""おうせい""}]"
旻,ビン,ビン|ミン,,,,,◆秋の空◆空、高く大きく広がる空、「旻天(ビンテン)」,日文旻,日,文,4c,4,4,8,min,min2,m,in2,2,none,0,none,0,[]
昂,コウ,コウ|ゴウ,たかぶ・る,,,,◆高く上げる、高く持ち上げる、「軒昂(ケンコウ)」◆顔を上に向ける、怒りや意気などの感情が高まる、高揚する、「昂奮(コウフン、興奮)」「激昂(ゲキコウ)」,日ノレＩ｜丨フ𠃌卩卬昂,日,卬,4c,4,4,8,ang,ang2,,ang2,2,none,0,none,0,[]
昃,ソク,ソク|シキ|ショク,,,,,◆太陽が正午を過ぎて西に傾く、またその頃、同「昳」,日厂人仄昃,日,仄,4c,4,4,8,ze,ze4,z,e4,4,none,1,-k,0,[]
昆,コン,コン,,コン,,こんちゅう,◆兄、「昆弟(コンテイ、兄弟)」、同「晜」◆同じところに集まる、同「同」◆「昆虫(コンチュウ)」、節足動物のうち汎甲殻類(ハンコウカクルイ)六脚亜門(ロッキャクアモン、三対六本の脚がある種)昆虫綱に属する虫の総称、よく群れ集まることから◆「昆吾(コンゴ)」、古地名、山名、現河南省濮陽ボクヨウ市、この山からは火のように赤い銅が産出されるといい、この銅で作った剣(つるぎ)は名刀とされ「錕鋙(コンゴ)の剣」と呼ばれる、「【山海經:中山經】又西二百里曰昆吾之山其上多赤銅(此山出名銅色赤如火以之作刀切玉如割泥也周穆王時西戎獻之尸子所謂昆吾之劍也…)」 ,日ヒ𠤎匕２比昆,日,比,4c,4,4,8,kun,kun1,k,un1,1,none,0,none,1,"[{""word"": ""昆虫"", ""kana"": ""こんちゅう""}]"
昇,ショウ,ショウ,のぼ・る,ショウ,のぼ・る,しょうきゅう|しょうしん|じょうしょう|のぼる,◆太陽が上がる◆上の方向に行く、同「升」、一般に浮くようにして上がることを指し、足掛りなどを踏みながら上がるのは「登」¶中国で「昇る」は「升」を用い「昇」は殆ど使われない,日ノ丿チ十千一ナ十２廾升昇,日,升,4c,4,4,8,sheng,sheng1,sh,eng1,1,none,0,none,4,"[{""word"": ""昇る/上る/登る"", ""kana"": ""のぼる""}, {""word"": ""上昇"", ""kana"": ""じょうしょう""}, {""word"": ""昇進"", ""kana"": ""しょうしん""}, {""word"": ""昇給"", ""kana"": ""しょうきゅう""}]"
昊,コウ,コウ|ゴウ,,,,,◆天、無限に広がる天空◆夏の明るく大きく広がった空◆「昊天上帝(コウテンジョウテイ)」、天の中心である北極星に住むという最高神の名、宇宙全体を司(つかさど)るとされる、別名「旲天上帝(タイテンジョウテイ)」「北辰天皇(ホクシンテンノウ)」「耀魄寶(ヨウハクホウ)」,日二人大天昊,日,天,4c,4,4,8,hao,hao4,h,ao4,4,none,0,none,0,[]
昌,ショウ,ショウ,,,,,◆明るい、明るく輝く◆明るく盛んなさま、栄えるさま◆「昌言(ショウゲン)」、的(まと)を得た言葉、理(リ)に適(かな)った言葉、立派な言葉,日曰２昌,日,日,4c,4,4,8,chang,chang1,ch,ang1,1,none,0,none,0,[]
明,メイ,メイ|ミョウ|ミン,あか・るい|あ・ける|あか・るむ|あ・かす|あ・かり|あか|あき・らか,メイ,あか・るい|あ・ける|あか・るむ|あ・かす|あ・かり|あか|あき・らか,あかす|あかり|あかるい|あきらか|あくる|あけがた|あけくれる|あける|あさって|あした|うすあかるい|うちあける|かいめい|きゅうめい|けんめい|こくめい|しゃくめい|しょうめい|しょうめいしょ|せいめい|せつめい|とうめい|はつめい|ふめい|ぶんめい|めいあん|めいかく|めいはく|めいりょう|めいろう|よあけ,◆(太陽や月の)光が差す、光が当たる、光を当てる◆光が当たってはっきりと見える(分かる)、誰の目にもはっきりとしている、はっきりとさせる◆隠されたところ(陰になるところ)がない、濁りや汚(けが)れがない、隠すところ(人の目に触れさせたくないところ)がない◆新しく(次の)一日・一月・一年が始まる◆王朝名、1368年～1644年 ,日月明,日,月,4c,4,4,8,ming,ming2,m,ing2,2,none,0,none,32,"[{""word"": ""明るい"", ""kana"": ""あかるい""}, {""word"": ""明後日"", ""kana"": ""あさって""}, {""word"": ""明日"", ""kana"": ""あした""}, {""word"": ""説明"", ""kana"": ""せつめい""}, {""word"": ""明らか"", ""kana"": ""あきらか""}, {""word"": ""明ける"", ""kana"": ""あける""}, {""word"": ""証明"", ""kana"": ""しょうめい""}, {""word"": ""証明書"", ""kana"": ""しょうめいしょ""}, {""word"": ""透明"", ""kana"": ""とうめい""}, {""word"": ""発明"", ""kana"": ""はつめい""}]"
昏,コン,コン,くら・い,,,,◆太陽が沈んで薄暗くなる、日が暮れる、同「𣄼」「𣇲」◆辺りが暗くなって見えなくなる、また正しい道が分からない◆頭がぼんやりして意識がなくなる◆娶る(めとる、他家の女性を妻として迎える)、嫁ぐ(とつぐ、他家の男性のところに妻として入る)、夫婦になる、同「婚」、「女昏」は黄昏(たそがれ)時に嫁を迎えて婚礼を行ったことから、「【白虎通:卷四上:嫁娶】婚者昏時行禮故日婚」,ノレ氏日昏,日,氏,4c,4,4,8,hun,hun1,h,un1,1,none,0,none,0,[]
易,エキ,エキ|ヤク|イ,やさ・しい|やす・い,エキ|イ,やさ・しい|やす・い,あんい|かんい|こうえき|たやすい|へきえき|ぼうえき|やさしい|やすい|やすやす|ようい,◆換(か)える、替(か)える、代(か)える、交換する◆占いの書、また占いの法、「爻(コウ)」と呼ばれる「陽と「陰」の並びを換えながら組み合わせた「八卦」「六十四卦」で事象を占うことから、「【說文解字:易部:易】…祕書說曰日月為易(…)象侌易也(謂上从日象陽下从月陰…)」 ◆平らな、平穏で和(なご)やかな◆平らで障害も抵抗もない、簡単な、難(むずか)しくない◆軽(かろ)んずる,日ノ丿𠃌勹２３勿易,日,勿,4c,4,4,8,yi,yi4,y,i4,4,none,1,-k,10,"[{""word"": ""易しい"", ""kana"": ""やさしい""}, {""word"": ""易い"", ""kana"": ""やすい""}, {""word"": ""貿易"", ""kana"": ""ぼうえき""}, {""word"": ""安易"", ""kana"": ""あんい""}, {""word"": ""易々"", ""kana"": ""やすやす""}, {""word"": ""容易"", ""kana"": ""ようい""}, {""word"": ""簡易"", ""kana"": ""かんい""}, {""word"": ""交易"", ""kana"": ""こうえき""}, {""word"": ""容易い"", ""kana"": ""たやすい""}, {""word"": ""辟易"", ""kana"": ""へきえき""}]"
昔,セキ,セキ|シャク,むかし,,むかし,おおむかし|むかし,◆過ぎ去った日、現在よりも前、以前◆久しく時(月日)を経(へ)ているさま◆夜、同「夕」◆干し肉、或いは肉を薄く切った後に残る肉(切り落とし肉)を干したもの、同「腊」、「【說文解字:日部:昔】乾肉也从殘肉日以晞之與俎同意」,十２艹一龷日昔,日,,4c,4,4,8,xi,xi1,x,i1,1,none,1,-k,2,"[{""word"": ""昔"", ""kana"": ""むかし""}, {""word"": ""大昔"", ""kana"": ""おおむかし""}]"
昜,ヨウ,ヨウ,,,,,◆太陽、日光、日光が当たって明るい、古同「陽」◆高く飛ぶ、高く飛び揚(あ)がる、同「揚」,日一旦万ノ丿𠃌勹２３勿昜,日,05昜-日,4c,4,5,9,yang,yang2,y,ang2,2,none,0,none,0,[]
星,セイ,セイ|ショウ,ほし,,ほし,ほし|ほしぞら,◆天体、天空で光る天体◆(星のように)小さい、小さい点◆ひときわ目立つ、またそのような人◆二十八宿南方朱雀スザクの一つ ,日生星,日,生,4c,4,5,9,xing,xing1,x,ing1,1,none,0,none,2,"[{""word"": ""星"", ""kana"": ""ほし""}, {""word"": ""星空"", ""kana"": ""ほしぞら""}]"
映,エイ,エイ|ヨウ,うつ・る|うつ・す|は・える,エイ,うつ・る|うつ・す|は・える,うつす|うつる|えいが|えいがかん|えいしゃ|えいぞう|じょうえい|はえる|はんえい,◆光が当たって明るい◆光が当たってくっきりと見える、くっきりと浮かび上がって見える◆くっきりとした陰(かげ)、くっきりとした陰ができる¶「光が当たっているところが明るければ明るい程、陰になるところは暗くなるさま」をいう,日大央映,日,央,4c,4,5,9,ying,ying4,y,ing4,4,none,0,none,9,"[{""word"": ""映画"", ""kana"": ""えいが""}, {""word"": ""映画館"", ""kana"": ""えいがかん""}, {""word"": ""映す"", ""kana"": ""うつす""}, {""word"": ""映る"", ""kana"": ""うつる""}, {""word"": ""映像"", ""kana"": ""えいぞう""}, {""word"": ""上映"", ""kana"": ""じょうえい""}, {""word"": ""反映"", ""kana"": ""はんえい""}, {""word"": ""映写"", ""kana"": ""えいしゃ""}, {""word"": ""映える"", ""kana"": ""はえる""}]"
春,シュン,シュン,はる,シュン,はる,しゅんせつ|はる|はるやすみ,◆地中の草木の芽が地上に現(あらわ)れ出る季節、四季(春・夏・秋・冬)の第一、陰暦の一月から三月◆若々しく瑞々(みずみず)しいさま、生気に満ちているさま◆異性を思い慕(した)う感情、異性に対する情欲(ジョウヨク)¶「萅」が本字、「艹(草木)」と「屯(トン、地中に留まっているさま)」と「日(太陽、温気が蓄えられるさま)」の会意字,三人大夫𡗗日春,日,𡗗,4c,4,5,9,chun,chun1,ch,un1,1,none,0,none,3,"[{""word"": ""春"", ""kana"": ""はる""}, {""word"": ""春休み"", ""kana"": ""はるやすみ""}, {""word"": ""春節"", ""kana"": ""しゅんせつ""}]"
昧,バイ,バイ|マイ,,マイ,,あいまい,◆夜が明けようとしているがまだすっかりとは明け切らないさま◆薄暗い、はっきりとしない、ぼんやりとしている、「曖昧(アイマイ)」、同「昩」◆道理をよく理解できない、「愚昧(グマイ)」◆「三昧(サンマイ)」◇[仏]サマーディ(Samādhi[梵]、三昧、三摩地、雑念を遠ざけ平静な状態になること)の音写◇脇目も振らず一つのことに没頭するさま,日二木未昧,日,未,4c,4,5,9,mei,mei4,m,ei4,4,none,0,none,1,"[{""word"": ""曖昧"", ""kana"": ""あいまい""}]"
昨,サク,サク|ザク,,サク,,いっさくねん|おととい|おととし|きのう|さきおととい|さきおととし|さくじつ|さくねん|さくばん|さく～|さっこん|ゆうべ,◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前,日ノ丿一𠂉二Ｆ乍昨,日,乍,4c,4,5,9,zuo,zuo2,z,uo2,2,none,1,-k,12,"[{""word"": ""一昨日"", ""kana"": ""おととい""}, {""word"": ""一昨年"", ""kana"": ""おととし""}, {""word"": ""昨日"", ""kana"": ""きのう""}, {""word"": ""昨夜/さくや"", ""kana"": ""ゆうべ""}, {""word"": ""一昨年"", ""kana"": ""いっさくねん""}, {""word"": ""一昨々日"", ""kana"": ""さきおととい""}, {""word"": ""一昨々年"", ""kana"": ""さきおととし""}, {""word"": ""昨日"", ""kana"": ""さくじつ""}, {""word"": ""昨年"", ""kana"": ""さくねん""}, {""word"": ""昨晩"", ""kana"": ""さくばん""}]"
昭,ショウ,ショウ,あきら・か,,,,◆明るい陽の光が隅々まで届いて明るい、隅々まで光が届いて陰になるところがない◆分からないことや曖昧なことがない、物事の道理に明るい、同「炤」◆始祖(シソ)の宗廟(ソウビョウ)の左側に建てられる廟、始祖を中央として次の代から左右左右の順に並ぶ、同「佋」、右側は「穆」,日刀口召昭,日,召,4c,4,5,9,zhao,zhao1,zh,ao1,1,none,0,none,0,[]
是,シ,シ|ゼ,これ|この|ここ,ゼ,これ,かれこれ|これ|これから|これでは|ぜせい|ぜひ|ぜひとも,◆これ、この、ここ、this◆正しい、理に適(かな)っている、理に則(のっと)っている◆良しとして認める◆その通り、はい、同意・肯定を表す◆「是非(ぜひ)」◇善(よ)し悪し、理に適っていることと適っていないこと、正しいか正しくないか◇[日]どうか～、どうあっても～、何卒(なにとぞ),日一上止龰𤴓是,日,,4c,4,5,9,shi,shi4,sh,i4,4,none,1,-k,7,"[{""word"": ""是"", ""kana"": ""これ""}, {""word"": ""是から"", ""kana"": ""これから""}, {""word"": ""是では"", ""kana"": ""これでは""}, {""word"": ""是非"", ""kana"": ""ぜひ""}, {""word"": ""是非とも"", ""kana"": ""ぜひとも""}, {""word"": ""彼是/彼此"", ""kana"": ""かれこれ""}, {""word"": ""是正"", ""kana"": ""ぜせい""}]"
昴,ボウ,ボウ|ミョウ,すばる,,,,◆星名、おうし座の一部で二十八宿西方白虎七宿の第四宿 ,日ノ丿２レ𠂎Ｉ｜丨フ𠃌卩卯昴,日,卯,4c,4,5,9,mao,mao3,m,ao3,3,none,0,none,0,[]
昵,ジツ,ジツ|ニチ|デイ|ナイ,,,,,◆粘(ねば)る、くっつく◆近付(ちかづ)く◆(関係が)近(ちか)い、親(した)しい、同「尼」「暱」,日コノ丿尸ヒ七𠤎匕尼昵,日,尼,4c,4,5,9,ni,ni4,n,i4,4,none,1,-k,0,[]
昶,チョウ,チョウ,,,,,◆陽の出ている(明るい)時間が長い◆のびのびとしたさま、同「暢」「舒」,、丶水永日昶,日,永,4c,4,5,9,chang,chang3,ch,ang3,3,none,0,none,0,[]
昼,チュウ,チュウ,ひる,チュウ,ひる,おひる|ちゅうしょく|ひる|ひるごはん|ひるね|ひるま|ひるやすみ,◆日の出から日の入りまで間、日中(ニッチュウ)、日の入りから日の出までの間を「夜」◆正午(ショウゴ),コノ丿尸尺日一旦昼,日,,4c,4,5,9,zhou,zhou4,zh,ou4,4,none,0,none,7,"[{""word"": ""昼"", ""kana"": ""ひる""}, {""word"": ""昼ご飯"", ""kana"": ""ひるごはん""}, {""word"": ""昼食"", ""kana"": ""ちゅうしょく""}, {""word"": ""昼間"", ""kana"": ""ひるま""}, {""word"": ""昼休み"", ""kana"": ""ひるやすみ""}, {""word"": ""お昼"", ""kana"": ""おひる""}, {""word"": ""昼寝"", ""kana"": ""ひるね""}]"
昿,コウ,コウ,,,,,◆大きく広がっているさま、広々として明るいさま、同「𣋷」◆広々として何もないさま、間(あいだ、空間や時間など)が広く大きく空(あ)いているさま、同「懬」,日广ム厶広昿,日,広,4c,4,5,9,kuang,kuang4,k,uang4,4,none,0,none,0,[]
